id,systems,source,name_en,name_uk,text_en,text_uk,effects,size,creature_type,alignment,ac,hp,hp_formula,speed,str,dex,con,int,wis,cha,cr,senses,languages,skills
kraken,5e,SRD 5.1,Kraken,,"Amphibious. The kraken can breathe air and water.
Freedom of Movement. The kraken ignores difficult terrain, and magical effects can’t reduce its speed or cause it to be restrained. It can spend 5 feet of movement to escape from nonmagical restraints or being grappled.
Siege Monster. The kraken deals double damage to objects and structures.
Actions.
Multiattack. The kraken makes three tentacle attacks, each of which it can replace with one use of Fling.
Bite. Melee Weapon Attack: +17 to hit, reach 5 ft., one target. Hit:23 (3d8 + 10) piercing damage. If the target is a Large or smaller creature grappled by the kraken, that creature is swallowed, and the grapple ends. While swallowed, the creature is blinded and restrained, it has total cover against attacks and other effects outside the kraken, and it takes 42 (12d6) acid damage at the start of each of the kraken’s turns. If the kraken takes 50 damage or more on a single turn from a creature inside it, the kraken must succeed on a DC 25 Constitution saving throw at the end of that turn or regurgitate all swallowed creatures, which fall prone in a space within 10 feet of the kraken. If the kraken dies, a swallowed creature is no longer restrained by it and can escape from the corpse using 15 feet of movement, exiting prone.
Tentacle. Melee Weapon Attack: +17 to hit, reach 30 ft., one target. Hit:20 (3d6 + 10) bludgeoning damage, and the target is grappled (escape DC 18). Until this grapple ends, the target is restrained. The kraken has ten tentacles, each of which can grapple one target.
Fling. One Large or smaller object held or creature grappled by the kraken is thrown up to 60 feet in a random direction and knocked prone. If a thrown target strikes a solid surface, the target takes 3 (1d6) bludgeoning damage for every 10 feet it was thrown. If the target is thrown at another creature, that creature must succeed on a DC 18 Dexterity saving throw or take the same damage and be knocked prone.
Lightning Storm. The kraken magically creates three bolts of lightning, each of which can strike a target the kraken can see within 120 feet of it. A target must make a DC 23 Dexterity saving throw, taking 22 (4d10) lightning damage on a failed save, or half as much damage on a successful one. The kraken can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature’s turn. The kraken regains spent legendary actions at the start of its turn.
Tentacle Attack or Fling. The kraken makes one tentacle attack or uses its Fling.
Lightning Storm (Costs 2 Actions). The kraken uses Lightning Storm.
Ink Cloud (Costs 3 Actions). While underwater, the kraken expels an ink cloud in a 60--foot radius. The cloud spreads around corners, and that area is heavily obscured to creatures other than the kraken. Each creature other than the kraken that ends its turn there must succeed on a DC 23 Constitution saving throw, taking 16 (3d10) poison damage on a failed save, or half as much damage on a successful one. A strong current disperses the cloud, which otherwise disappears at the end of the kraken’s next turn.",,,gargantuan,monstrosity,chaotic evil,18,472,27d20 + 189,"20 ft., swim 60 ft.",30,11,25,22,18,20,23,"truesight 120 ft., passive Perception 14",,
lamia,5e,SRD 5.1,Lamia,,"Innate Spellcasting. The lamia’s innate spellcasting ability is Charisma (spell save DC 13). It can innately cast the following spells, requiring no material components. At will: disguise self(any humanoid form), major image 3/day each: charm person, mirror image, scrying, suggestion 1/day: geas
Actions.
Multiattack. The lamia makes two attacks: one with its claws and one with its dagger or Intoxicating Touch.
Claws. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit:14 (2d10 + 3) slashing damage.
Dagger. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit:5 (1d4 + 3) piercing damage.
Intoxicating Touch. Melee Spell Attack: +5 to hit, reach 5 ft., one creature. Hit:The target is magically cursed for 1 hour. Until the curse ends, the target has disadvantage on Wisdom saving throws and all ability checks.",,,large,monstrosity,chaotic evil,13,97,13d10 + 26,30 ft.,16,13,15,14,15,16,4,"darkvision 60 ft., passive Perception 12",,"Deception +7, Insight +4, Stealth +3"
lich,5e,SRD 5.1,Lich,,"Legendary Resistance (3/Day). If the lich fails a saving throw, it can choose to succeed instead.
Rejuvenation. If it has a phylactery, a destroyed lich gains a new body in 1d10 days, regaining all its hit points and becoming active again. The new body appears within 5 feet of the phylactery.
Spellcasting. The lich is an 18th--level spellcaster. Its spellcasting ability is Intelligence (spell save DC 20, +12 to hit with spell attacks). The lich has the following wizard spells prepared: Cantrips (at will): mage hand, prestidigitation, ray of frost 1st level (4 slots): detect magic, magic missile, shield, thunderwave 2nd level (3 slots): acid arrow, detect thoughts, invisibility, mirror image 3rd level (3 slots): animate dead, counterspell, dispel magic, fireball 4th level (3 slots): blight, dimension door 5th level (3 slots): cloudkill, scrying 6th level (1 slot): disintegrate, globe of invulnerability 7th level (1 slot): finger of death, plane shift 8th level (1 slot): dominate monster, power word stun 9th level (1 slot): power word kill
Turn Resistance. The lich has advantage on saving throws against any effect that turns undead.
Actions.
Paralyzing Touch. Melee Spell Attack: +12 to hit, reach 5 ft., one creature. Hit: 10 (3d6) cold damage. The target must succeed on a DC 18 Constitution saving throw or be paralyzed for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. The lich can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature’s turn. The lich regains spent legendary actions at the start of its turn.
Cantrip. The lich casts a cantrip.
Paralyzing Touch (Costs 2 Actions). The lich uses its Paralyzing Touch.
Frightening Gaze (Costs 2 Actions). The lich fixes its gaze on one creature it can see within 10 feet of it. The target must succeed on a DC 18 Wisdom saving throw against this magic or become frightened for 1 minute. The frightened target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a target’s saving throw is successful or the effect ends for it, the target is immune to the lich’s gaze for the next 24 hours.
Disrupt Life (Costs 3 Actions). Each non--undeadcreature within 20 feet of the lich must make a DC 18 Constitution saving throw against this magic, taking 21 (6d6) necrotic damage on a failed save, or half as much damage on a successful one.",,,medium,undead,any evil alignment,17,135,18d8 + 54,30 ft.,11,16,16,20,14,16,21,"truesight 120 ft., passive Perception 19",,"Arcana +18, History +12, Insight +9, Perception +9"
lizardfolk,5e,SRD 5.1,Lizardfolk,,"Hold Breath. The lizardfolk can hold its breath for 15 minutes.
Actions.
Multiattack. The lizardfolk makes two melee attacks, each one with a different weapon.
Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit:5 (1d6 + 2) piercing damage.
Heavy Club. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit:5 (1d6 + 2) bludgeoning damage.
Javelin. Melee or Ranged Weapon Attack: +4 to hit, reach 5 ft. or range 30/120 ft., one target. Hit:5 (1d6 + 2)piercing damage.
Spiked Shield. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit:5 (1d6 + 2) piercing damage.",,,medium,humanoid,neutral,15,22,4d8 + 4,"30 ft., swim 30 ft.",15,10,13,7,12,7,1/2,passive Perception 13,,"Perception +3, Stealth +4, Survival +5"
werebear,5e,SRD 5.1,Werebear,,"Shapechanger. The werebear can use its action to polymorph into a Large bear--humanoid hybrid or into a Large bear, or back into its true form, which is humanoid. Its statistics, other than its size and AC, are the same in each form. Any equipment it is wearing or carrying isn’t transformed. It reverts to its true form if it dies.
Keen Smell. The werebear has advantage on Wisdom (Perception) checks that rely on smell.
Actions.
Multiattack. In bear form, the werebear makes two claw attacks. In humanoid form, it makes two greataxe attacks. In hybrid form, it can attack like a bear or a humanoid.
Bite (Bear or Hybrid Form Only). Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 15 (2d10 + 4)piercing damage. If the target is a humanoid, it must succeed on a DC 14 Constitution saving throw or be cursed with werebear lycanthropy.
Claw (Bear or Hybrid Form Only). Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4)slashing damage.
Greataxe (Humanoid or Hybrid Form Only). Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit:10 (1d12 + 4) slashing damage.",,,medium,humanoid,shapechanger),10,135,18d8 + 54,"30 ft. (40 ft., climb 30 ft. in bear or hybrid form)",19,10,17,11,12,12,5,passive Perception 17,,Perception +7
wereboar,5e,SRD 5.1,Wereboar,,"Shapechanger. The wereboar can use its action to polymorph into a boar--humanoid hybrid or into a boar, or back into its true form, which is humanoid. Its statistics, other than its AC, are the same in each form. Any equipment it is wearing or carrying isn’t transformed. It reverts to its true form if it dies.
Charge (Boar or Hybrid Form Only). If the wereboar moves at least 15 feet straight toward a target and then hits it with its tusks on the same turn, the target takes an extra 7 (2d6) slashing damage. If the target is a creature, it must succeed on a DC 13 Strength saving throw or be knocked prone.
Relentless (Recharges after a Short or Long Rest). If the wereboar takes 14 damage or less that would reduce it to 0 hit points, it is reduced to 1 hit point instead.
Actions.
Multiattack (Humanoid or Hybrid Form Only). The wereboar makes two attacks, only one of which can be with its tusks.
Maul (Humanoid or Hybrid Form Only). Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) bludgeoning damage.
Tusks (Boar or Hybrid Form Only). Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit:10 (2d6 + 3)slashing damage. If the target is a humanoid, it must succeed on a DC 12 Constitution saving throw or be cursed with wereboar lycanthropy.",,,medium,humanoid,shapechanger),10,78,12d8 + 24,30 ft. (40 ft. in boar form),17,10,15,10,11,8,4,passive Perception 12,,Perception +2
wererat,5e,SRD 5.1,Wererat,,"Shapechanger. The wererat can use its action to polymorph into a rat--humanoid hybrid or into a giant rat, or back into its true form, which is humanoid. Its statistics, other than its size, are the same in each form. Any equipment it is wearing or carrying isn’t transformed. It reverts to its true form if it dies.
Keen Smell. The wererat has advantage on Wisdom (Perception) checks that rely on smell.
Actions.
Multiattack (Humanoid or Hybrid Form Only). The wererat makes two attacks, only one of which can be a bite.
Bite (Rat or Hybrid Form Only). Melee Weapon Attack:+4 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2)piercing damage. If the target is a humanoid, it must succeed on a DC 11 Constitution saving throw or be cursed with wererat lycanthropy.
Shortsword (Humanoid or Hybrid Form Only). Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage.
Hand Crossbow (Humanoid or Hybrid Form Only). Ranged Weapon Attack: +4 to hit, range 30/120 ft., one target. Hit: 5 (1d6 + 2) piercing damage.",,,medium,humanoid,shapechanger),12,33,6d8 + 6,30 ft.,10,15,12,11,10,8,2,"darkvision 60 ft. (rat form only), passive Perception 12",,"Perception +2, Stealth +4"
weretiger,5e,SRD 5.1,Weretiger,,"Shapechanger. The weretiger can use its action to polymorph into a tiger--humanoid hybrid or into a tiger, or back into its true form, which is humanoid. Its statistics, other than its size, are the same in each form. Any equipment it is wearing or carrying isn’t transformed. It reverts to its true form if it dies.
Keen Hearing and Smell. The weretiger has advantage on Wisdom (Perception) checks that rely on hearing or smell.
Pounce (Tiger or Hybrid Form Only). If the weretiger moves at least 15 feet straight toward a creature and then hits it with a claw attack on the same turn, that target must succeed on a DC 14 Strength saving throw or be knocked prone
. If the target is prone, the weretiger can make one bite attack against it as a bonus action 
Actions.
Multiattack (Humanoid or Hybrid Form Only). In humanoid form, the weretiger makes two scimitar attacks or two longbow attacks. In hybrid form, it can attack like a humanoid or make two claw attacks.
Bite (Tiger or Hybrid Form Only). Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 8 (1d10 + 3)piercing damage. If the target is a humanoid, it must succeed on a DC 13 Constitution saving throw or be cursed with weretiger lycanthropy.
Claw (Tiger or Hybrid Form Only). Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit:7 (1d8 + 3) slashing damage.
Scimitar (Humanoid or Hybrid Form Only). Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit:6 (1d6 + 3) slashing damage.
Longbow (Humanoid or Hybrid Form Only). Ranged Weapon Attack: +4 to hit, range 150/600 ft., one target. Hit:6 (1d8 + 2) piercing damage.",,,medium,humanoid,shapechanger),12,120,16d8 + 48,30 ft. (40 ft. in tiger form),17,15,16,10,13,11,4,"darkvision 60 ft., passive Perception 15",,"Perception +5, Stealth +4"
werewolf,5e,SRD 5.1,Werewolf,,"Shapechanger. The werewolf can use its action to polymorph into a wolf--humanoid hybrid or into a wolf, or back into its true form, which is humanoid. Its statistics, other than its AC, are the same in each form. Any equipment it is wearing or carrying isn’t transformed. It reverts to its true form if it dies.
Keen Hearing and Smell. The werewolf has advantage on Wisdom (Perception) checks that rely on hearing or smell.
Actions.
Multiattack (Humanoid or Hybrid Form Only). The werewolf makes two attacks: one with its bite and one with its claws or spear.
Bite (Wolf or Hybrid Form Only). Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 6 (1d8 + 2) piercing damage. If the target is a humanoid, it must succeed on a DC 12 Constitution saving throw or be cursed with werewolf lycanthropy.
Claws (Hybrid Form Only). Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 7 (2d4 + 2) slashing damage.
Spear (Humanoid Form Only). Melee or Ranged Weapon Attack: +4 to hit, reach 5 ft. or range 20/60 ft., one creature. Hit: 5 (1d6 + 2) piercing damage, or 6 (1d8 + 2) piercing damage if used with two hands to make a melee attack.",,,medium,humanoid,shapechanger),11,58,9d8 + 18,30 ft. (40 ft. in wolf form),15,13,14,10,11,10,3,passive Perception 14,,"Perception +4, Stealth +3"
magmin,5e,SRD 5.1,Magmin,,"Death Burst. When the magmin dies, it explodes in a burst of fire and magma. Each creature within 10 feet of it must make a DC 11 Dexterity saving throw, taking 7 (2d6) fire damage on a failed save, or half as much damage on a successful one. Flammable objects that aren’t being worn or carried in that area are ignited.
Ignited Illumination. As a bonus action, the magmin can set itself ablaze or extinguish its flames. While ablaze, the magmin sheds bright light in a 10--foot radius and dim light for an additional 10 feet.
Actions.
Touch. Melee Weapon Attack:+4 to hit, reach 5 ft., one target. Hit:7 (2d6) fire damage. If the target is a creature or a flammable object, it ignites. Until a creature takes an action to douse the fire, the target takes 3 (1d6) fire damage at the end of each of its turns.",,,small,elemental,chaotic neutral,14,9,2d6 + 2,30 ft.,7,15,12,8,11,10,1/2,"darkvision 60 ft., passive Perception 10",,
